"Bangalore Rural","Hoskote","Shivanapura","438","G.H.P.S.Needagatta","Kannada","40","66.67","7","15","0","3","3","9","0","0","10","5"
"Bangalore Rural","Hoskote","Shivanapura","439","G.H.P.S.Gottipura","Kannada","100","100","7","3","0","3","0","0","0","0","3","0"
"Bangalore Rural","Hoskote","Shivanapura","440","G.H.P.S.Maliyappanahalli","Kannada","71.88","75","7","32","0","19","4","9","0","0","24","8"
"Bangalore Rural","Hoskote","Shivanapura","441","G.H.P.S.Karappanahalli","Kannada","71.43","78.57","7","14","0","10","0","4","0","0","11","3"
"Bangalore Rural","Hoskote","Shivanapura","442","G.H.P.S.K Satyavara","Kannada","100","100","7","8","0","6","2","0","0","0","8","0"
"Bangalore Rural","Hoskote","Shivanapura","443","G.H.P.S.Muttakadahalli","Kannada","100","100","7","8","0","5","3","0","0","0","8","0"
"Bangalore Rural","Hoskote","Sulibele","252","G.H.P.S.Sulibele","Kannada","93.75","96.88","7","64","0","16","44","4","0","0","62","2"
"Bangalore Rural","Hoskote","Sulibele","253","G.H.P.S.Kurubarahatte","Kannada","90","100","7","10","0","6","3","1","0","0","10","0"
"Bangalore Rural","Hoskote","Sulibele","254","G.H.P.S.Arasanahalli","Kannada","87.5","75","7","8","0","3","4","1","0","0","6","2"
"Bangalore Rural","Hoskote","Sulibele","255","G.H.P.S.Giddappanahalli","Kannada","66.67","66.67","7","12","0","2","6","4","0","0","8","4"
"Bangalore Rural","Hoskote","Sulibele","256","G.H.P.S.Attubele","Kannada","100","100","7","13","0","8","5","0","0","0","13","0"
"Bangalore Rural","Hoskote","Sulibele","257","G.H.P.S.Yenagunte","Kannada","76.47","100","7","17","0","0","13","4","0","0","17","0"
"Bangalore Rural","Hoskote","Sulibele","258","G.H.P.S.Bettahalli","Kannada","77.78","100","7","9","0","1","6","2","0","0","9","0"
"Bangalore Rural","Hoskote","Sulibele","262","G.H.P.S.Janata Colony Sulibele","Kannada","75","65.63","7","32","0","7","17","8","0","0","21","11"
"Bangalore Rural","Hoskote","Tavarekere","444","G.H.P.S.Tavarekere","Kannada","85.96","92.98","7","57","0","32","17","8","0","0","53","4"
"Bangalore Rural","Hoskote","Tavarekere","445","G.H.P.S.Hettakki","Kannada","88.24","100","7","17","0","8","7","2","0","0","17","0"
"Bangalore Rural","Hoskote","Tavarekere","446","G.H.P.S.Gangapura","Kannada","100","77.78","7","18","0","16","2","0","0","0","14","4"
"Bangalore Rural","Hoskote","Tavarekere","447","G.H.P.S.Doddanallala","Kannada","100","100","7","8","0","1","7","0","0","0","8","0"
"Bangalore Rural","Hoskote","Tavarekere","448","G.H.P.S.Chikkanallala","Kannada","100","100","7","7","0","7","0","0","0","0","7","0"
"Bangalore Rural","Hoskote","Tavarekere","449","G.H.P.S.Doddadenahalli","Kannada","76.92","76.92","7","26","0","16","4","6","0","0","20","6"
"Bangalore Rural","Hoskote","Tavarekere","450","G.H.P.S.Ummalu","Kannada","96.3","92.59","7","27","0","24","2","1","0","0","25","2"
"Bangalore Rural","Hoskote","Tavarekere","451","G.H.P.S.Valagerepura","Kannada","100","100","7","8","0","5","3","0","0","0","8","0"
"Bangalore Rural","Hoskote","Vagata","224","G.H.P.S.Vagata","Kannada","85","77.5","7","40","0","10","24","6","0","0","31","9"
"Bangalore Rural","Hoskote","Vagata","225","G.H.P.S.Kodihalli","Kannada","88.89","88.89","7","9","0","3","5","1","0","0","8","1"
"Bangalore Rural","Hoskote","Vagata","226","G.H.P.S.Khjihosahalli","Kannada","83.33","83.33","7","12","0","2","8","2","0","0","10","2"
"Bangalore Rural","Hoskote","Vagata","227","G.H.P.S.Tarabahalli","Kannada","100","60","7","15","0","13","2","0","0","0","9","6"
"Bangalore Rural","Hoskote","Vagata","228","G.H.P.S.Honchanahalli","Kannada","100","91.67","7","12","0","4","8","0","0","0","11","1"
"Bangalore Rural","Hoskote","Vagata","229","G.H.P.S.Kattigenahalli","Kannada","66.67","16.67","7","12","0","1","7","4","0","0","2","10"
"Bangalore Rural","Hoskote","Vagata","230","G.H.P.S.Makanahalli","Kannada","73.33","73.33","7","30","0","6","16","8","0","0","22","8"
"Bangalore Rural","Hoskote","Vagata","231","G.H.P.S.Kanekallu","Kannada","100","100","7","12","0","8","4","0","0","0","12","0"
"Bangalore South","HAL","HAL II Stage","571","G.H.P.S Vimanapura","Kannada","80","80","7","25","0","11","9","5","0","0","20","5"
"Bangalore South","Hebbal","Domluru","576","G.H.P.S.Sahakaranagara","Kannada","100","95.83","7","24","0","9","15","0","0","0","23","1"
"Bangalore South","Domlur","Domluru","577","G.H.P.S.Appareddypalya","Kannada","61.11","72.22","7","18","0","8","3","7","0","0","13","5"
"Bangalore South","Domlur","Domluru","579","G.H.P.S.Jogu Palya(Urdu)","Kannada","33.33","33.33","7","3","0","1","0","2","0","0","1","2"
"Chikballapur","Chikballapur","Agalagurki","263","G.H.P.S.Agalagurki","Kannada","57.14","57.14","7","14","0","4","4","6","0","0","8","6"
"Chikballapur","Chikballapur","Chikballapur","269","G.H.P.S.Kandhawara","Kannada","92.59","92.59","7","27","0","0","25","2","0","0","25","2"
"Chikballapur","Chikballapur","Chikballapur","1055","Old Middle School","Kannada","80.26","90.79","7","76","0","0","61","15","0","0","69","7"
"Chikballapur","Chikballapur","Kondenahalli","268","G.H.P.S.Giddanahalli","Kannada","71.43","76.19","7","21","0","12","3","6","0","0","16","5"
"Chikballapur","Chikballapur","Muddenahalli","270","G.H.P.S.Kanganahalli","Kannada","54.84","58.06","7","31","0","0","17","14","0","0","18","13"
"Chikballapur","Chikballapur","Muddenahalli","275","G.H.P.S.Mylapanahalli","Kannada","90.48","90.48","7","21","0","0","19","2","0","0","19","2"
"Chikballapur","Chikballapur","Nandi","272","G.H.P.S.Kuduvathi","Kannada","77.78","77.78","7","18","0","0","14","4","0","0","14","4"
"Chikballapur","Chikballapur","Nandi","273","G.H.P.S.Kuppahalli","Kannada","93.75","93.75","7","32","0","1","29","2","0","0","30","2"
"Chikballapur","Chikballapur","Nandi","274","G.H.P.S.Kolavanahalli","Kannada","100","100","7","16","0","2","14","0","0","0","16","0"
"Chikballapur","Chikballapur","Nandi","276","G.H.P.S.Nandi","Kannada","78.95","78.95","7","57","0","0","45","12","0","0","45","12"
"Chikballapur","Chikballapur","Nayanahalli","264","G.H.P.S.Ajjavara","Kannada","95","95","7","20","0","12","7","1","0","0","19","1"
"Chikballapur","Chikballapur","Nayanahalli","265","G.H.P.S.Andarlahalli","Kannada","82.35","82.35","7","17","0","10","4","3","0","0","14","3"
"Chikballapur","Chikballapur","Nayanahalli","277","G.H.P.S.Nayanahalli","Kannada","66.67","66.67","7","21","0","0","14","7","0","0","14","7"
"Chikballapur","Chikballapur","Nayanahalli","278","G.H.P.S.Patrenahalli","Kannada","100","100","7","11","0","10","1","0","0","0","11","0"
"Chikballapur","Chikballapur","Peresandra","1054","G.H.P.S.Peresandra","Kannada","78.57","83.33","7","84","0","0","66","18","0","0","70","14"
"Chikballapur","Chikballapur","Poshettihalli","281","G.H.P.S.Gungerlahalli","Kannada","100","100","7","20","0","0","20","0","0","0","20","0"
"Chikballapur","Chikballapur","Poshettihalli","294","G.H.P.S.Balkuntahalli","Kannada","80","80","7","15","0","0","12","3","0","0","12","3"
"Chikballapur","Chikballapur","Poshettihalli","295","G.H.P.S.Poshettihalli","Kannada","89.47","91.23","7","57","0","0","51","6","0","0","52","5"
"Chikballapur","Chikballapur","Poshettihalli","296","G.H.P.S.Bomenahalli","Kannada","100","100","7","11","0","2","9","0","0","0","11","0"
"Chikballapur","Chikballapur","SreeRampura","266","G.H.P.S.Bidaganahalli","Kannada","95","95","7","20","0","0","19","1","0","0","19","1"
"Chikballapur","Chikballapur","SreeRampura","267","G.H.P.S.Doddamarale","Kannada","100","100","7","12","0","1","11","0","0","0","12","0"
"Chikballapur","Chikballapur","SreeRampura","279","G.H.P.S.Srirampura","Kannada","69.57","69.57","7","23","0","0","16","7","0","0","16","7"
"Chikballapur","Chikballapur","SreeRampura","280","G.H.P.S.Yaluvahalli","Kannada","100","100","7","16","0","0","16","0","0","0","16","0"
"Chikballapur","Chikballapur","Thippenahalli","297","G.H.P.S.Tippenahalli","Kannada","92.86","92.86","7","14","0","9","4","1","0","0","13","1"
"Chikballapur","Gauribidnur","Alakapura","286","G.H.P.S.Pura","Kannada","75","78.13","7","32","0","0","24","8","0","0","25","7"
"Chikballapur","Gauribidnur","Alakapura","287","G.H.P.S.Bisalahalli","Kannada","100","100","7","38","0","0","38","0","0","0","38","0"
"Chikballapur","Gauribidnur","Halehalli","283","G.H.P.S.Honnapanahalli","Kannada","89.47","89.47","7","19","0","0","17","2","0","0","17","2"
"Chikballapur","Gauribidnur","Halehalli","284","G.H.P.S.varavani","Kannada","80","80","7","15","0","0","12","3","0","0","12","3"
"Chikballapur","Gauribidnur","Manchenahalli","282","G.H.P.S.Rayanakallu","Kannada","100","100","7","5","0","0","5","0","0","0","5","0"
