year|district_name|block_name|cluster_name|school_id|sch_name|moi|percentmathlevelMinOrAbove|percentKannadalevelMinOrAbove|class|TotalStudents|MathAboveAvg|MathAvg|MathMin|MathBelowMin|KannadaReadingAboveAvg|KannadaReadingAvg|KannadaReadingMin|KannadaReadingBelowMin
2012-13|Dharwad|Kundgol|Saunshi|1021|HPS NO. 1 SAUNSHI|Kannada|86.84|97.37|7|38|8|25|0|5|13|20|4|1
2012-13|Dharwad|Kundgol|Saunshi|1023|MPS YAREBUDIHAL|Kannada|100|100|7|38|12|26|0|0|24|14|0|0
2012-13|Dharwad|Kundgol|Saunshi|1024|HPKGS YAREBUDIHAL|Kannada|95.12|100|7|41|15|24|0|2|29|12|0|0
2012-13|Dharwad|Kundgol|Yelival|1026|HPS GURUVINAHALLI|Kannada|85.19|92.59|7|27|8|8|7|4|21|4|0|2
2012-13|Dharwad|Kundgol|Yelival|1027|HPS HOSAKATTI|Kannada|96|96|7|25|15|9|0|1|21|3|0|1
2012-13|Dharwad|Kundgol|Yelival|1028|HPS JIGALUR|Kannada|75|100|7|16|7|5|0|4|10|6|0|0
2012-13|Dharwad|Kundgol|Yelival|1029|HPS KUNKUR|Kannada|84.85|96.97|7|33|13|14|1|5|13|17|2|1
2012-13|Dharwad|Kundgol|Yelival|1030|HPS MALALI|Kannada|92.86|92.86|7|14|6|7|0|1|8|5|0|1
2012-13|Dharwad|Kundgol|Yelival|1031|HPS RAMANAKOPPA|Kannada|86.21|96.55|7|29|15|8|2|4|17|6|5|1
2012-13|Dharwad|Kundgol|Yelival|1033|MPS YALIVAL|Kannada|61.9|95.24|7|21|9|4|0|8|8|11|1|1
2012-13|Dharwad|Kundgol|Yelival|1034|KGS YALIVAL|Kannada|86.21|96.55|7|29|24|1|0|4|23|4|1|1
2012-13|Dharwad|Kundgol|Yerguppi|1035|HPS CHAKALABBI|Kannada|97.3|97.3|7|37|10|26|0|1|22|14|0|1
2012-13|Dharwad|Kundgol|Yerguppi|1036|HPS BASAPUR|Kannada|94.12|100|7|17|0|16|0|1|15|2|0|0
2012-13|Dharwad|Kundgol|Yerguppi|1037|HPS BENAKANAHALLI|Kannada|91.3|100|7|23|9|12|0|2|19|4|0|0
2012-13|Dharwad|Kundgol|Yerguppi|1038|HPS CHIKKANARTI|Kannada|94.12|100|7|17|5|11|0|1|13|3|1|0
2012-13|Dharwad|Kundgol|Yerguppi|1039|HPS HIRENARTI|Kannada|85.71|93.88|7|49|22|20|0|7|27|18|1|3
2012-13|Dharwad|Kundgol|Yerguppi|1041|HPKGS YARAGUPPI|Kannada|94.44|100|7|36|16|18|0|2|32|4|0|0
2012-13|Dharwad|Kundgol|Yerguppi|1042|HPKBS YERAGUPPI|Kannada|91.67|100|7|24|4|18|0|2|14|10|0|0
2012-13|Dharwad|Navalgund|Anniger-02|771|GHPS Adnur|Kannada|100|100|7|16|1|0|15|0|7|6|3|0
2012-13|Dharwad|Navalgund|Anniger-02|772|GKGS Annigeri|Kannada|81.13|88.68|7|53|16|17|10|10|27|16|4|6
2012-13|Dharwad|Navalgund|Anniger-02|773|GHPS Basapur|Kannada|60|84|7|25|4|5|6|10|15|5|1|4
2012-13|Dharwad|Navalgund|Anniger-02|774|GHPKBS Hallikeri|Kannada|71.43|85.71|7|21|4|2|9|6|11|4|3|3
2012-13|Dharwad|Navalgund|Anniger-02|775|GHPKGS Hallikeri|Kannada|73.08|76.92|7|26|5|6|8|7|13|5|2|6
2012-13|Dharwad|Navalgund|Anniger-02|776|GHPS Kittur|Kannada|88.89|100|7|18|1|4|11|2|10|7|1|0
2012-13|Dharwad|Navalgund|Anniger-02|777|GHPS Kondikoppa|Kannada|85|100|7|20|1|7|9|3|15|4|1|0
2012-13|Dharwad|Navalgund|Anniger-02|778|GHPS Sashwihalli|Kannada|82.35|94.12|7|17|0|2|12|3|13|2|1|1
2012-13|Dharwad|Navalgund|Anniger-02|851|GHPS Tuppadakurahatti|Kannada|89.19|97.3|7|37|2|4|27|4|14|6|16|1
2012-13|Dharwad|Navalgund|Annigeri|763|MCS Annigeri|Kannada|91.3|88.41|7|69|20|15|28|5|35|23|3|7
2012-13|Dharwad|Navalgund|Annigeri|764|GHPS NO:02 Annigeri|Kannada|72.73|90.91|7|66|15|16|17|18|39|14|7|6
2012-13|Dharwad|Navalgund|Annigeri|766|GHPS NO:04 Annigeri|Kannada|63.64|72.73|7|33|4|4|13|11|12|6|6|8
2012-13|Dharwad|Navalgund|Arekurahatty|779|GHPS Arekurahatti|Kannada|91.43|97.14|7|35|12|9|11|3|17|12|5|1
2012-13|Dharwad|Navalgund|Arekurahatty|780|GHPS Belahar|Kannada|66.67|83.33|7|18|1|1|10|6|4|8|3|3
2012-13|Dharwad|Navalgund|Arekurahatty|781|GHPS Ballaravad|Kannada|69.57|73.91|7|23|6|7|3|7|12|4|1|6
2012-13|Dharwad|Navalgund|Arekurahatty|782|GHPS Chilakavad|Kannada|75|85|7|20|4|2|9|5|8|5|4|3
2012-13|Dharwad|Navalgund|Arekurahatty|784|GHPS Kalavad|Kannada|96.15|96.15|7|26|4|15|6|1|12|10|3|1
2012-13|Dharwad|Navalgund|Arekurahatty|785|GHPS Karlvad|Kannada|84.62|92.31|7|13|3|2|6|2|9|1|2|1
2012-13|Dharwad|Navalgund|Arekurahatty|786|GHPS Nagaralli|Kannada|53.33|60|7|15|0|1|7|6|1|4|4|5
2012-13|Dharwad|Navalgund|Arekurahatty|787|GHPS Padesur|Kannada|78.57|78.57|7|14|5|3|3|3|8|3|0|3
2012-13|Dharwad|Navalgund|Arekurahatty|788|GHPS Yamanur|Kannada|76|88|7|25|10|4|5|5|19|3|0|2
2012-13|Dharwad|Navalgund|Gummagol|797|GHPS Gummagol|Kannada|75.61|92.68|7|41|9|10|12|10|27|10|1|3
2012-13|Dharwad|Navalgund|Gummagol|798|GHPS Byalyal|Kannada|80.77|88.46|7|26|8|9|4|5|19|3|1|3
2012-13|Dharwad|Navalgund|Gummagol|800|GHPS Hanasi |Kannada|63.64|69.7|7|33|3|13|5|12|13|9|1|10
2012-13|Dharwad|Navalgund|Gummagol|804|GHPS Shirakol|Kannada|83.87|83.87|7|31|18|4|4|5|13|9|4|5
2012-13|Dharwad|Navalgund|Gummagol|805|GHPS NO:02 Shirakol|Kannada|95.24|90.48|7|21|17|2|1|1|10|9|0|2
2012-13|Dharwad|Navalgund|Gummagol|806|GHPS Aahetti|Kannada|69.23|84.62|7|26|2|9|7|8|10|10|2|4
2012-13|Dharwad|Navalgund|Gummagol|815|GHPS Shirur|Kannada|82.14|85.71|7|28|2|15|6|5|20|2|2|4
2012-13|Dharwad|Navalgund|Javur|789|MCS Alagavadi|Kannada|56|68|7|25|2|0|12|7|11|5|1|4
2012-13|Dharwad|Navalgund|Javur|793|GHPS Gobbaragumpi|Kannada|50|66.67|7|12|1|3|2|6|5|3|0|4
2012-13|Dharwad|Navalgund|Javur|794|GHPS Halakusugal|Kannada|75.44|84.21|7|57|16|6|21|13|18|24|6|8
2012-13|Dharwad|Navalgund|Javur|796|GHPS Shanavad|Kannada|76.47|94.12|7|17|2|4|7|4|7|7|2|1
2012-13|Dharwad|Navalgund|Javur|799|GHPS Ballur|Kannada|96.15|92.31|7|26|17|7|1|1|19|5|0|2
2012-13|Dharwad|Navalgund|Javur|801|GHPS Hebbal|Kannada|80|92|7|25|6|3|11|5|8|14|1|2
2012-13|Dharwad|Navalgund|Javur|803|GHPS Javur|Kannada|94.87|87.18|7|39|6|16|15|2|20|9|5|5
2012-13|Dharwad|Navalgund|Morab|807|MCS Morab|Kannada|80|95|7|20|4|4|8|4|11|7|1|1
2012-13|Dharwad|Navalgund|Morab|808|GKGS Morab|Kannada|89.09|92.73|7|55|12|19|18|6|45|4|2|4
2012-13|Dharwad|Navalgund|Morab|809|GHPS NO:02 Morab|Kannada|71.43|92.86|7|14|5|3|2|4|7|5|1|1
2012-13|Dharwad|Navalgund|Morab|810|GHPS NO:03 Morab|Kannada|70|85|7|20|4|4|6|6|12|3|2|3
2012-13|Dharwad|Navalgund|Morab|812|GHPS  Tale Morab|Kannada|80.95|85.71|7|21|9|5|3|4|13|2|3|3
2012-13|Dharwad|Navalgund|Morab|813|GHPS Tirlapur|Kannada|96.77|96.77|7|31|26|4|0|1|26|3|1|1
2012-13|Dharwad|Navalgund|Morab|814|GKGS Tirlapur|Kannada|75.76|84.85|7|33|20|3|2|8|19|8|1|5
2012-13|Dharwad|Navalgund|Nalavadi|835|GHPS Bhadrapur|Kannada|91.67|86.11|7|36|3|10|20|1|16|6|9|3
2012-13|Dharwad|Navalgund|Nalavadi|836|GHPS Bennur|Kannada|100|94.12|7|17|5|7|5|0|15|1|0|1
2012-13|Dharwad|Navalgund|Nalavadi|838|MCS Nalavadi|Kannada|69.57|56.52|7|23|1|5|10|7|7|3|3|10
2012-13|Dharwad|Navalgund|Nalavadi|839|GKGS Nalavadi|Kannada|78.26|86.96|7|23|12|3|3|4|16|4|0|2
2012-13|Dharwad|Navalgund|Nalavadi|840|GHPS Manakavad|Kannada|91.67|91.67|7|24|13|7|2|1|17|4|1|1
2012-13|Dharwad|Navalgund|Nalavadi|841|GHPS Majjigudda|Kannada|100|91.67|7|12|6|6|0|0|9|2|0|1
2012-13|Dharwad|Navalgund|Nalavadi|842|GHPS Sishwihalli|Kannada|75|81.25|7|32|12|4|8|8|15|11|0|6
2012-13|Dharwad|Navalgund|Nalavadi|843|GHPS Saidapur|Kannada|66.67|66.67|7|9|0|6|0|3|2|4|0|3
2012-13|Dharwad|Navalgund|Navalgund|817|MCS Navalgund|Kannada|48|72|7|25|0|6|6|13|7|5|6|7
2012-13|Dharwad|Navalgund|Navalgund|818|GHPS No:02 Navalgund|Kannada|66.67|76.19|7|21|4|1|9|7|10|1|5|5
2012-13|Dharwad|Navalgund|Navalgund|819|GKGS Navalgund|Kannada|43.48|65.22|7|23|0|4|6|13|4|10|1|8
2012-13|Dharwad|Navalgund|Navalgund|820|GHPS No:03 Navalgund|Kannada|82.35|92.16|7|51|6|15|21|9|19|14|14|4
2012-13|Dharwad|Navalgund|Navalgund|821|GHPS No:04 Navalgund|Kannada|61.9|85.71|7|42|1|3|22|16|20|8|8|6
2012-13|Dharwad|Navalgund|Navalgund|823|GLPS No:06 Navalgund|Kannada|79.17|79.17|7|24|13|4|2|5|15|2|2|5
2012-13|Dharwad|Navalgund|Navalgund|825|GHPS No:08 Navalgund|Kannada|75|75|7|24|8|3|7|6|14|1|3|6
2012-13|Dharwad|Navalgund|Navalgund-02|791|GHPS Amaragol|Kannada|77.27|100|7|22|0|3|14|5|9|7|6|0
2012-13|Dharwad|Navalgund|Navalgund-02|828|GHPS Belavatagi|Kannada|60.71|67.86|7|28|0|1|16|11|9|5|5|9
2012-13|Dharwad|Navalgund|Navalgund-02|829|GHPS Gudisagar|Kannada|88.24|82.35|7|34|10|15|5|4|12|8|8|6
2012-13|Dharwad|Navalgund|Navalgund-02|830|GHPS Ibrahimpur|Kannada|92.86|88.1|7|42|2|35|2|3|21|13|3|5
2012-13|Dharwad|Navalgund|Navalgund-02|831|GHPS Kadadalli|Kannada|100|100|7|11|2|9|0|0|10|1|0|0
2012-13|Dharwad|Navalgund|Navalgund-02|832|GHPS Naganur|Kannada|90.91|95.45|7|22|5|8|7|2|18|1|2|1
2012-13|Dharwad|Navalgund|Navalgund-02|833|GHPS Navalli|Kannada|78.79|87.88|7|33|6|13|7|7|23|6|0|4
2012-13|Dharwad|Navalgund|Navalgund-02|834|GHPS Sotakanahal|Kannada|100|100|7|6|2|0|4|0|1|2|3|0
2012-13|Dharwad|Navalgund|shalavadi|827|GHPS Arahatti|Kannada|87.5|87.5|7|8|0|6|1|1|4|2|1|1
2012-13|Dharwad|Navalgund|shalavadi|844|GHPS Bhoganur|Kannada|80|95|7|20|0|1|15|4|15|0|4|1
2012-13|Dharwad|Navalgund|shalavadi|845|GHPS Datanal|Kannada|88.89|100|7|18|1|1|14|2|10|3|5|0
2012-13|Dharwad|Navalgund|shalavadi|847|GHPS Kongavad|Kannada|76.92|84.62|7|13|5|0|5|3|6|3|2|2
2012-13|Dharwad|Navalgund|shalavadi|849|GHPS Nayakanur|Kannada|55.56|66.67|7|9|0|2|3|3|4|1|1|2
2012-13|Dharwad|Navalgund|shalavadi|850|GHPS Tadadal|Kannada|69.44|83.33|7|36|6|4|15|11|18|7|5|6
2012-13|Dharwad|Navalgund|shalavadi|853|MCS Shalavadi|Kannada|82.05|89.74|7|39|6|6|20|6|24|9|2|3
2012-13|Dharwad|Navalgund|shalavadi|854|GKGS Shalavadi|Kannada|83.72|88.37|7|43|5|5|26|7|14|8|16|5
2012-13|Dharwad|Shigoan|Attigeri|1043|HPS Shishuvinahala|Kannada|39.62|83.02|7|53|13|8|0|32|22|22|0|9
2012-13|Dharwad|Shigoan|Attigeri|1044|HPS Attigeri|Kannada|67.27|85.45|7|55|22|7|8|18|30|12|5|8
2012-13|Dharwad|Shigoan|Attigeri|1045|GHS Shishuvinahala|Kannada|68.97|86.21|7|58|23|9|8|18|27|19|4|8
2012-13|Mysore|Mysore Rural|Mellahalli|1057|GHPS Varokodu|Kannada|48.65|78.38|7|37|1|6|11|19|10|14|5|8
2012-13|Mysore|Mysore Rural|Mellahalli|1058|GHPS Mellahalli|Kannada|33.33|75.56|7|45|1|12|2|30|15|11|8|11
2012-13|Mysore|Mysore Rural|Mellahalli|1059|GHPS Chikkahalli|Kannada|91.3|91.3|7|23|0|9|12|2|11|4|6|2
2012-13|Mysore|Mysore Rural|Mellahalli|1060|GHPS Badagalahundi|Kannada|90.91|96.97|7|33|8|6|16|3|21|8|3|1
2012-13|Mysore|Mysore Rural|Mellahalli|1061|GHPS Hallikerehundi|Kannada|77.27|100|7|22|2|9|6|5|9|6|7|0
2012-13|Mysore|Nanjanagud|Kalale|1062|GHPS Yechgondalu|Kannada|71.43|95.24|7|21|3|6|6|6|7|9|4|1
2012-13|Mysore|Nanjanagud|Kalale|1063|GHPS Kalale|Kannada|38.16|69.74|7|76|2|15|12|47|21|16|16|23
2012-13|Mysore|Nanjanagud|Kalale|1064|GHPS Masaki|Kannada|90.91|100|7|11|2|2|6|1|3|3|5|0
2012-13|Mysore|Nanjanagud|Kalale|1065|GHPS Hosahalli|Kannada|63.64|90.91|7|11|0|2|5|4|6|2|2|1
2012-13|Mysore|Nanjanagud|Kalale|1066|GHPS Devirammanahalli|Kannada|90.91|86.36|7|44|7|25|8|4|13|21|4|6
2012-13|Ramanagara|Kanakapura|Anedoddi|41|G.H.P.S. Anedoddi|Kannada|86.67|90|7|30|7|1|18|4|20|7|0|3
2012-13|Ramanagara|Kanakapura|Anedoddi|75|G.H.P.S. Hulugondanahalli|Kannada|66.67|100|7|3|2|0|0|1|2|0|1|0
2012-13|Ramanagara|Kanakapura|Anedoddi|78|G.H.P.S. Kadasikoppa|Kannada|72.73|100|7|22|3|6|7|6|17|2|3|0
2012-13|Ramanagara|Kanakapura|Anedoddi|92|G.H.P.S. Kolliganahalli|Kannada|25|100|7|4|0|0|1|3|3|0|1|0
2012-13|Ramanagara|Kanakapura|Anedoddi|100|G.H.P.S. Medamaranahalli|Kannada|95.83|95.83|7|24|9|7|7|1|18|5|0|1
2012-13|Ramanagara|Kanakapura|Athihalli|2|G.H.P.S. Atthihalli|Kannada|93.33|93.33|7|15|2|2|10|1|12|2|0|1
2012-13|Ramanagara|Kanakapura|Athihalli|26|G.H.P.S. Kachuvanahalli|Kannada|85.71|95.24|7|21|2|9|7|3|18|2|0|1
2012-13|Ramanagara|Kanakapura|Athihalli|42|G.H.P.S. Arekattedoddi|Kannada|100|100|7|10|6|3|1|0|9|1|0|0
2012-13|Ramanagara|Kanakapura|Athihalli|54|G.H.P.S. Dhalimba|Kannada|100|100|7|9|9|0|0|0|9|0|0|0
2012-13|Ramanagara|Kanakapura|Athihalli|64|G.H.P.S. Gerahalli|Kannada|81.25|87.5|7|16|2|10|1|3|14|0|0|2
2012-13|Ramanagara|Kanakapura|Athihalli|69|G.H.P.S. Guruvinapura|Kannada|100|100|7|23|6|14|3|0|22|1|0|0
2012-13|Ramanagara|Kanakapura|Athihalli|77|G.H.P.S. Kabbalu|Kannada|100|80|7|5|1|3|1|0|4|0|0|1
2012-13|Ramanagara|Kanakapura|Athihalli|82|G.H.P.S. Kamsagara|Kannada|95.83|100|7|24|3|18|2|1|21|1|2|0
2012-13|Ramanagara|Kanakapura|Athihalli|118|G.H.P.S. Venkatarayanadoddi|Kannada|95.65|95.65|7|46|40|2|2|2|39|5|0|2
2012-13|Ramanagara|Kanakapura|Banavasi|37|G.H.P.S. A.Rampura|Kannada|80|93.33|7|15|4|2|6|3|7|7|0|1
2012-13|Ramanagara|Kanakapura|Banavasi|43|G.H.P.S. Banavasi|Kannada|80|80|7|5|1|0|3|1|4|0|0|1
2012-13|Ramanagara|Kanakapura|Banavasi|48|G.H.P.S. Biliganakuppe|Kannada|71.43|85.71|7|7|1|0|4|2|4|2|0|1
2012-13|Ramanagara|Kanakapura|Banavasi|59|G.H.P.S. Dyavasandra|Kannada|81.48|96.3|7|27|4|3|15|5|25|1|0|1
2012-13|Ramanagara|Kanakapura|Banavasi|65|G.H.P.S. Goduru|Kannada|83.33|100|7|6|2|0|3|1|6|0|0|0
2012-13|Ramanagara|Kanakapura|Banavasi|79|G.H.P.S. Kadujakkasandra|Kannada|95.45|95.45|7|22|2|4|15|1|19|2|0|1
2012-13|Ramanagara|Kanakapura|Banavasi|86|G.H.P.S. Karikaldoddi Gate|Kannada|100|100|7|13|2|5|6|0|13|0|0|0
2012-13|Ramanagara|Kanakapura|Banavasi|93|G.H.P.S. Konasandra|Kannada|40|80|7|5|1|1|0|3|4|0|0|1
2012-13|Ramanagara|Kanakapura|Banavasi|111|G.H.P.S. Thattekere|Kannada|88.89|88.89|7|9|0|5|3|1|7|1|0|1
2012-13|Ramanagara|Kanakapura|Banavasi|122|G.H.P.S.Algadakalu|Kannada|40|80|7|5|0|1|1|3|3|1|0|1
2012-13|Ramanagara|Kanakapura|Banavasi|123|G.H.P.S. Atthikuppe|Kannada|76.92|92.31|7|13|4|1|5|3|7|5|0|1
2012-13|Ramanagara|Kanakapura|Cheeluru|3|G.H.P.S. Cheeluru|Kannada|81.82|90.91|7|22|1|2|15|4|18|2|0|2
2012-13|Ramanagara|Kanakapura|Cheeluru|13|G.H.P.S. Paduvanagere|Kannada|83.33|96.67|7|30|7|5|13|5|23|6|0|1
2012-13|Ramanagara|Kanakapura|Cheeluru|35|G.H.P.S. T.Hosahalli|Kannada|87.5|87.5|7|8|4|2|1|1|7|0|0|1
2012-13|Ramanagara|Kanakapura|Cheeluru|58|G.H.P.S. Doddasadenahalli|Kannada|0|33.33|7|3|0|0|0|3|1|0|0|2
2012-13|Ramanagara|Kanakapura|Cheeluru|110|G.H.P.S. T. Bannikuppe|Kannada|94.74|94.74|7|19|1|1|16|1|14|4|0|1
2012-13|Ramanagara|Kanakapura|Chikkamuduvadi|52|G.H.P.S. Chikkamuduvadi|Kannada|85|92.5|7|40|16|2|16|6|28|6|3|3
2012-13|Ramanagara|Kanakapura|Chikkamuduvadi|53|G.H.P.S. Chikkenahalli|Kannada|100|100|7|3|1|2|0|0|3|0|0|0
2012-13|Ramanagara|Kanakapura|Chikkamuduvadi|71|G.H.P.S. Hallimaranahalli|Kannada|92.31|88.46|7|26|11|3|10|2|16|7|0|3
2012-13|Ramanagara|Kanakapura|Chikkamuduvadi|94|G.H.P.S. Koothaganahalli|Kannada|84|100|7|25|4|1|16|4|21|3|1|0
2012-13|Ramanagara|Kanakapura|Chikkamuduvadi|95|G.H.P.S. Kothunuru|Kannada|76.47|100|7|17|10|2|1|4|13|3|1|0
2012-13|Ramanagara|Kanakapura|Chikkamuduvadi|109|G.H.P.S. Somedyapanahalli|Kannada|100|100|7|5|2|2|1|0|5|0|0|0
2012-13|Ramanagara|Kanakapura|Chikkamuduvadi|113|G.H.P.S. Thimmegowdana Doddi|Kannada|100|100|7|12|9|1|2|0|12|0|0|0
2012-13|Ramanagara|Kanakapura|Doddamuduvadi|44|G.H.P.S. Bandiganahalli|Kannada|88.89|100|7|27|11|4|9|3|22|5|0|0
2012-13|Ramanagara|Kanakapura|Doddamuduvadi|51|G.H.P.S. Chikkalbalu|Kannada|85.71|85.71|7|14|7|0|5|2|11|1|0|2
2012-13|Ramanagara|Kanakapura|Doddamuduvadi|55|G.H.P.S. Doddakalbalu|Kannada|100|100|7|12|0|12|0|0|10|2|0|0
2012-13|Ramanagara|Kanakapura|Doddamuduvadi|57|G.H.P.S. Doddamuduvadi|Kannada|90.91|90.91|7|11|2|0|8|1|8|2|0|1
2012-13|Ramanagara|Kanakapura|Doddamuduvadi|66|G.H.P.S. Gollahalli|Kannada|90.48|90.48|7|21|15|4|0|2|18|1|0|2
2012-13|Ramanagara|Kanakapura|Doddamuduvadi|96|G.H.P.S. Kottagalu|Kannada|100|100|7|18|8|1|9|0|18|0|0|0
2012-13|Ramanagara|Kanakapura|Doddamuduvadi|104|G.H.P.S. Picchanakere|Kannada|85.71|92.86|7|14|6|0|6|2|13|0|0|1
2012-13|Ramanagara|Kanakapura|Erandyapanahalli|18|G.H.P.S. Arekere|Kannada|85.71|85.71|7|7|2|4|0|1|6|0|0|1
2012-13|Ramanagara|Kanakapura|Erandyapanahalli|30|G.H.P.S. Kadushivanahalli|Kannada|94.44|100|7|18|14|1|2|1|13|4|1|0
2012-13|Ramanagara|Kanakapura|Erandyapanahalli|38|G.H.P.S. Aregadakalu|Kannada|100|100|7|10|9|0|1|0|7|3|0|0
2012-13|Ramanagara|Kanakapura|Erandyapanahalli|46|G.H.P.S. Bijjahalli|Kannada|96.67|96.67|7|30|17|0|12|1|25|3|1|1
2012-13|Ramanagara|Kanakapura|Erandyapanahalli|47|G.H.P.S. Bilidale|Kannada|76.19|90.48|7|21|9|2|5|5|12|7|0|2
2012-13|Ramanagara|Kanakapura|Erandyapanahalli|61|G.H.P.S. Erandyapanahalli|Kannada|95.45|95.45|7|22|0|6|15|1|19|2|0|1
2012-13|Ramanagara|Kanakapura|Erandyapanahalli|63|G.H.P.S. Gattigunda|Kannada|57.14|100|7|7|0|1|3|3|5|2|0|0
2012-13|Ramanagara|Kanakapura|Erandyapanahalli|68|G.H.P.S. Gulaganahalli|Kannada|77.78|77.78|7|9|5|1|1|2|5|2|0|2
2012-13|Ramanagara|Kanakapura|Erandyapanahalli|70|G.H.P.S. Halasuru|Kannada|100|100|7|14|0|0|14|0|12|0|2|0
2012-13|Ramanagara|Kanakapura|Erandyapanahalli|87|G.H.P.S. Kebbare|Kannada|91.67|91.67|7|12|5|0|6|1|10|1|0|1
2012-13|Ramanagara|Kanakapura|Erandyapanahalli|91|G.H.P.S. Kolagondanahalli|Kannada|66.67|85.42|7|48|18|13|1|16|16|21|4|7
2012-13|Ramanagara|Kanakapura|Erandyapanahalli|125|G.H.P.S. Hanchguli|Kannada|100|100|7|3|0|2|1|0|3|0|0|0
2012-13|Ramanagara|Kanakapura|Halasuru|6|G.H.P.S. Halasuru|Kannada|91.67|100|7|12|2|7|2|1|9|2|1|0
2012-13|Ramanagara|Kanakapura|Halasuru|12|G.H.P.S. Kadahalli|Kannada|85.71|100|7|7|3|3|0|1|6|0|1|0
2012-13|Ramanagara|Kanakapura|Halasuru|14|G.H.P.S. Sasalapura|Kannada|91.3|91.3|7|23|1|0|20|2|20|0|1|2
2012-13|Ramanagara|Kanakapura|Halasuru|49|G.H.P.S. Boohalli|Kannada|88.89|88.89|7|9|0|8|0|1|8|0|0|1
2012-13|Ramanagara|Kanakapura|Halasuru|72|G.H.P.S. Harihara|Kannada|94.44|100|7|18|6|5|6|1|16|2|0|0
2012-13|Ramanagara|Kanakapura|Halasuru|73|G.H.P.S. Honniganahalli|Kannada|85.71|100|7|14|2|2|8|2|13|1|0|0
2012-13|Ramanagara|Kanakapura|Harohalli|5|G.H.P.S. Harohalli|Kannada|69.77|94.19|7|86|23|30|7|26|49|23|9|5
2012-13|Ramanagara|Kanakapura|Hegganuru|8|G.H.P.S. Haroshivanahalli|Kannada|100|91.67|7|12|0|12|0|0|6|5|0|1
2012-13|Ramanagara|Kanakapura|Hegganuru|15|G.H.P.S. Uyyambahalli|Kannada|100|100|7|11|0|11|0|0|2|9|0|0
2012-13|Ramanagara|Kanakapura|Hegganuru|23|G.H.P.S. Heggnuru|Kannada|75|87.5|7|16|8|3|1|4|12|2|0|2
2012-13|Ramanagara|Kanakapura|Hegganuru|56|G.H.P.S. Doddalahalli|Kannada|97.62|100|7|42|2|38|1|1|31|11|0|0
2012-13|Ramanagara|Kanakapura|Hegganuru|60|G.H.P.S. Elagahalli|Kannada|92|92|7|25|3|20|0|2|17|6|0|2
2012-13|Ramanagara|Kanakapura|Hegganuru|102|G.H.P.S. Nayakanahalli|Kannada|66.67|88.89|7|9|0|4|2|3|4|2|2|1
2012-13|Ramanagara|Kanakapura|Hukunda|24|G.H.P.S. Hukunda|Kannada|88.37|90.7|7|43|10|3|25|5|36|2|1|4
2012-13|Ramanagara|Kanakapura|Hukunda|28|G.H.P.S. Kotekoppa|Kannada|100|100|7|7|0|2|5|0|6|1|0|0
2012-13|Ramanagara|Kanakapura|Hukunda|76|G.H.P.S. I. Gollahalli|Kannada|91.67|91.67|7|48|6|9|29|4|42|2|0|4
2012-13|Ramanagara|Kanakapura|Hukunda|108|G.H.P.S. Shivanegowdanadoddi|Kannada|71.43|78.57|7|14|0|4|6|4|10|0|1|3
2012-13|Ramanagara|Kanakapura|Hunasanahalli|10|G.H.P.S. Hunasanahalli|Kannada|89.8|93.88|7|49|2|7|35|5|40|5|1|3
2012-13|Ramanagara|Kanakapura|Hunasanahalli|17|G.H.P.S. Alanatha|Kannada|93.33|100|7|15|0|3|11|1|13|0|2|0
2012-13|Ramanagara|Kanakapura|Hunasanahalli|19|G.H.P.S. Bannimukodulu|Kannada|94.44|97.22|7|36|0|5|29|2|31|3|1|1
2012-13|Ramanagara|Kanakapura|Hunasanahalli|126|G.H.P.S. Sarahaddinadoddi|Kannada|78.95|84.21|7|19|13|2|0|4|13|3|0|3
2012-13|Ramanagara|Kanakapura|Kaggalahalli|62|G.H.P.S. Gabbadi|Kannada|94.12|94.12|7|17|0|16|0|1|15|1|0|1
2012-13|Ramanagara|Kanakapura|Kaggalahalli|80|G.H.P.S. Kaggalahalli|Kannada|96.3|100|7|27|19|1|6|1|27|0|0|0
2012-13|Ramanagara|Kanakapura|Kaggalahalli|117|G.H.P.S. Vaderahalli|Kannada|75|100|7|4|1|1|1|1|3|1|0|0
2012-13|Ramanagara|Kanakapura|Kanakapura Town|11|G.H.P.S. K.P.L. Colony|Kannada|84.21|84.21|7|19|5|11|0|3|5|11|0|3
2012-13|Ramanagara|Kanakapura|Kanakapura Town|25|G.H.P.S. Kallahalli|Kannada|87.5|95|7|40|17|8|10|5|23|13|2|2
2012-13|Ramanagara|Kanakapura|Kanakapura Town|39|G.H.P.S. Ambedkar Nagara|Kannada|93.75|93.75|7|16|2|13|0|1|10|5|0|1
2012-13|Ramanagara|Kanakapura|Kanakapura Town|40|G.H.P.S. Anamanahalli|Kannada|100|100|7|18|11|2|5|0|16|2|0|0
2012-13|Ramanagara|Kanakapura|Kanakapura Town|45|G.H.P.S. Baradanahalli|Kannada|75|100|7|4|2|1|0|1|3|1|0|0
2012-13|Ramanagara|Kanakapura|Kanakapura Town|83|G.H.P.S. Kanakapura - 02|Kannada|80.88|82.35|7|68|51|2|2|13|52|2|2|12
2012-13|Ramanagara|Kanakapura|Kanakapura Town|84|G.H.P.S. Kanakapura - G.G.M.S|Kannada|89.23|89.23|7|65|44|8|6|7|51|6|1|7
